0,9178640.0
1,9008410.0
2,8841110.0
3,8666540.0
4,8488540.0
5,8314280.0
6,8156170.0
7,7948990.0
8,7796120.0
9,7595710.0
10,7382070.0
11,7154690.0
12,6935400.0
13,6752850.0
14,6581310.0
15,6417750.0
16,6304570.0
17,6218950.0
18,6147870.0
19,6070930.0
20,5989450.0
21,5919480.0
22,5845680.0
23,5705840.0
24,5596500.0
25,5473820.0
26,5375580.0
27,5272300.0
28,5165380.0
29,5066530.0
30,4973240.0
31,4859650.0
32,4790390.0
33,4672770.0
34,4577050.0
35,4473060.0
36,4397330.0
37,4302220.0
38,4254270.0
39,4188740.0
40,4156130.0
41,4114830.0
42,4078080.0
43,4013260.0
44,3960860.0
45,3913610.0
46,3889380.0
47,3876050.0
48,3870700.0
49,3867370.0
50,3863730.0
51,3901290.0
52,3937440.0
53,3965910.0
54,4020330.0
55,4078380.0
56,4142200.0
57,4283240.0
58,4449330.0
59,4632580.0
60,4792210.0
61,4909330.0
62,5013320.0
63,5103580.0
64,5142050.0
65,5142050.0
66,5243420.0
67,5310460.0
68,5366800.0
69,5410420.0
70,5461810.0
71,5578020.0
72,5693220.0
73,5773890.0
74,5886270.0
75,5967640.0
76,6048010.0
77,6092940.0
78,6153220.0
79,6225510.0
80,6302750.0
81,6399570.0
82,6482870.0
83,6555670.0
84,6648960.0
85,6748310.0
86,6858760.0
87,6947820.0
88,7006070.0
89,7087750.0
90,7170640.0
91,7240610.0
92,7330470.0
93,7406600.0
94,7505450.0
95,7602780.0
96,7704550.0
97,7763210.0
98,7868620.0
99,8021080.0
100,8146570.0
101,8263690.0
102,8310140.0
103,8365570.0
104,8445730.0
105,8506620.0
106,8581130.0
107,8647560.0
108,8705720.0
109,8798810.0
110,8903410.0
111,9030220.0
112,9128970.0
113,9212970.0
114,9318980.0
115,9418330.0
116,9527980.0
117,9644490.0
118,9774640.0
119,9889540.0
120,9999290.0
121,10126800.0
122,10238400.0
123,10353900.0
124,10463500.0
125,10541900.0
126,10626300.0
127,10719700.0
128,10841100.0
129,10950100.0
130,11057000.0
131,11165000.0
132,11286900.0
133,11394700.0
134,11496200.0
135,11557500.0
136,11668000.0
137,11765600.0
138,11883400.0
139,12034300.0
140,12154900.0
141,12275600.0
142,12416600.0
143,12558600.0
144,12675300.0
145,12755500.0
146,12799800.0
147,12833800.0
148,12868900.0
149,12896700.0
150,12920100.0
151,12987800.0
152,13082500.0
153,13198500.0
154,13341800.0
155,13498100.0
156,13630900.0
157,13729600.0
158,13835800.0
159,13950200.0
160,14064600.0
161,14192600.0
162,14325100.0
163,14476700.0
164,14676700.0
165,14872400.0
166,15074800.0
167,15223000.0
168,15353800.0
169,15456700.0
170,15541900.0
171,15626400.0
172,15718900.0
173,15788600.0
174,15851500.0
175,15926100.0
176,15988700.0
177,16070300.0
178,16139900.0
179,16216100.0
180,16295300.0
181,16358500.0
182,16401700.0
183,16457800.0
184,16532800.0
185,16630900.0
186,16729000.0
187,16803100.0
188,16875900.0
189,16959100.0
190,17014100.0
191,17066000.0
192,17113500.0
193,17171600.0
194,17223200.0
195,17270400.0
196,17311700.0
197,17363800.0
198,17400700.0
199,17462800.0
200,17515200.0
201,17519000.0
202,17522200.0
203,17545000.0
204,17565500.0
205,17615100.0
206,17670200.0
207,17694400.0
208,17744500.0
209,17801300.0
210,17847000.0
211,17894400.0
212,17955200.0
213,18027300.0
214,18090000.0
215,18177800.0
216,18274700.0
217,18370900.0
218,18482500.0
219,18588600.0
220,18690300.0
221,18774000.0
222,18850300.0
223,18942600.0
224,19020500.0
225,19100300.0
226,19176000.0
227,19217400.0
228,19219400.0
229,19222900.0
230,19188000.0
231,19180600.0
232,19177200.0
233,19188100.0
234,19181900.0
235,19210300.0
236,19240900.0
237,19283900.0
238,19008200.0
239,18731400.0
240,18704500.0
241,18676600.0
242,18647700.0
243,18617900.0
244,18587100.0
245,18555500.0
246,18523100.0
247,18596900.0
248,18670000.0
249,18742400.0
250,18814200.0
251,18885200.0
252,18955900.0
253,19026000.0
254,19065000.0
255,19103400.0
256,19141500.0
257,19179000.0
258,19216300.0
259,19253000.0
260,19289400.0
261,19515500.0
262,19741200.0
263,19966500.0
264,19972900.0
265,19942500.0
266,19926800.0
267,19878500.0
268,19831300.0
269,19769500.0
270,19729700.0
271,19699100.0
272,19701900.0
273,19694000.0
274,19687600.0
275,19670400.0
276,19646000.0
277,19629600.0
278,19624900.0
279,19634100.0
280,19636000.0
281,19673500.0
282,19726100.0
283,19808600.0
284,19849600.0
285,19855000.0
286,19860200.0
287,19882100.0
288,19852000.0
289,19816500.0
290,19744100.0
291,19645100.0
292,19544700.0
293,19470500.0
294,19427400.0
295,19412700.0
296,19405900.0
297,19407800.0
298,19404000.0
299,19421200.0
300,19455100.0
301,19458300.0
302,19465300.0
